nft_id,trade_price,floor_price
1127,9.0,5.36
1298,5.36,5.36
643,7.13,5.36
727,5.36,5.36
429,5.36,5.36
153,7.22,5.36
1207,5.36,5.36
1249,5.36,5.36
1475,5.36,5.36
989,17.26,5.36
1145,5.36,5.36
272,5.36,5.36
388,6.18,5.36
991,5.36,5.36
540,5.36,5.36
491,6.0,5.36
77,5.36,5.36
712,28.14,5.36
767,5.36,5.36
1112,5.36,5.36
1117,5.36,5.36
523,5.36,5.36
1203,5.67,5.36
220,5.36,5.36
1221,5.36,5.36
256,5.36,5.36
861,5.36,5.36
606,8.34,5.36
30,9.76,5.36
21,5.36,5.36
1462,5.36,5.36
1492,5.36,5.36
1157,12.82,5.33
870,5.33,5.33
886,5.39,5.32
63,5.32,5.32
1129,5.32,5.32
429,5.32,5.32
907,5.32,5.32
33,12.32,5.32
653,5.05,5.05
397,26.68,5.05
1192,5.07,5.07
1056,8.43,5.07
886,5.07,5.07
239,6.45,5.07
10,10.48,5.07
1331,5.42,5.07
115,6.71,5.1
688,5.1,5.1
804,5.1,5.1
258,8.55,5.1
751,5.1,5.1
1435,5.1,5.1
965,8.96,5.1
967,5.13,5.06
1211,5.06,5.06
778,5.05,5.05
63,5.02,5.02
1007,5.02,5.02
316,10.0,5.02
690,8.66,5.03
1493,5.03,5.03
839,5.03,5.03
682,5.03,5.03
1117,5.03,5.03
552,5.05,5.03
590,5.46,4.98
1336,5.9,4.98
990,7.72,4.94
267,4.94,4.94
1324,5.22,4.94
1092,4.94,4.94
1376,4.94,4.94
1306,4.94,4.94
174,4.92,4.92
937,4.92,4.92
693,21.48,4.92
219,4.92,4.92
1154,5.4,4.92
429,4.92,4.92
536,5.67,4.92
1404,4.7,4.7
1237,4.7,4.7
706,4.7,4.7
368,9.41,4.7
1044,4.95,4.7
402,4.7,4.7
189,4.7,4.7
1360,4.61,4.61
1026,4.61,4.61
1400,4.61,4.61
595,4.61,4.61
178,4.61,4.61
123,4.57,4.57
1449,4.57,4.57
1266,4.57,4.57
1333,4.57,4.57
704,4.51,4.51
483,4.51,4.51
1362,4.51,4.51
1305,4.46,4.46
504,4.48,4.48
1430,4.48,4.48
619,4.48,4.48
531,6.31,4.48
1281,5.46,4.48
991,4.7,4.48
1434,4.48,4.48
54,4.48,4.48
1285,4.48,4.48
1292,4.48,4.48
1451,12.91,4.48
236,4.48,4.48
952,7.73,4.48
851,9.86,4.48
704,4.48,4.48
273,4.48,4.48
420,4.37,4.37
807,4.37,4.37
931,4.37,4.37
1017,4.69,4.37
159,9.92,4.36
1021,12.98,4.36
236,4.35,4.35
758,4.34,4.34
357,4.31,4.31
919,4.31,4.31
773,4.31,4.31
287,4.31,4.31
977,4.15,4.15
103,4.66,4.15
145,13.77,4.15
189,4.14,4.14
716,4.89,4.14
1471,4.24,4.14
907,4.14,4.14
1091,4.14,4.14
843,4.14,4.14
625,4.14,4.14
26,8.15,4.14
1271,4.14,4.14
1007,4.14,4.14
969,4.14,4.14
51,4.14,4.14
1089,4.14,4.14
1210,4.14,4.14
596,4.14,4.14
1088,4.14,4.14
30,8.02,4.14
345,4.8,4.14
1461,4.14,4.14
1117,4.14,4.14
1343,3.83,3.83
1149,6.05,3.83
107,3.83,3.83
900,3.83,3.83
670,17.89,3.83
1236,3.83,3.83
435,3.83,3.83
630,3.83,3.83
1451,9.0,3.83
216,3.83,3.83
214,3.83,3.83
733,3.83,3.83
1305,3.75,3.75
73,4.1,3.75
11,11.16,3.75
666,3.75,3.75
611,6.67,3.75
124,3.75,3.75
727,3.75,3.75
177,5.82,3.75
426,3.75,3.75
967,3.75,3.75
275,7.29,3.75
443,3.74,3.74
240,3.74,3.74
1439,3.73,3.73
297,3.73,3.73
791,3.73,3.73
1113,3.73,3.73
10,7.61,3.73
822,3.73,3.73
1112,3.73,3.73
163,3.73,3.73
1469,3.73,3.73
848,3.72,3.72
1288,3.72,3.72
602,3.72,3.72
1237,3.72,3.72
781,3.72,3.72
193,8.45,3.72
186,4.38,3.72
1200,3.72,3.72
1244,3.64,3.64
1004,3.64,3.64
467,3.64,3.64
78,3.64,3.64
1339,4.13,3.64
802,3.59,3.59
61,11.29,3.59
960,3.59,3.59
207,3.59,3.59
304,3.59,3.59
1435,3.56,3.56
332,3.56,3.56
147,3.56,3.56
458,3.66,3.55
335,3.55,3.55
1453,3.55,3.55
304,3.55,3.55
183,3.55,3.55
636,3.55,3.55
82,3.55,3.55
347,4.46,3.55
151,3.41,3.41
1404,3.41,3.41
224,7.19,3.41
613,3.41,3.41
1043,3.41,3.41
582,3.41,3.41
679,3.41,3.41
176,3.41,3.41
957,3.44,3.44
180,6.37,3.44
244,3.44,3.44
643,4.24,3.44
1,3.75,3.44
725,3.44,3.44
1013,7.04,3.44
1006,4.69,3.44
361,3.44,3.44
523,3.44,3.44
373,3.44,3.44
161,3.44,3.44
1198,3.38,3.38
981,3.84,3.38
209,3.38,3.38
678,5.9,3.38
608,3.38,3.38
434,3.45,3.38
287,3.38,3.38
636,3.38,3.38
1117,3.38,3.38
295,6.5,3.38
1045,7.35,3.38
209,3.36,3.36
174,3.36,3.36
1067,3.36,3.36
1056,6.21,3.36
76,3.36,3.36
1252,3.36,3.36
1181,3.36,3.36
657,3.41,3.36
1388,3.36,3.36
196,3.36,3.36
535,3.4,3.4
753,3.77,3.4
502,3.4,3.4
946,3.4,3.4
871,3.4,3.4
1417,3.4,3.4
645,3.4,3.4
1201,3.4,3.4
4,3.4,3.4
746,3.4,3.4
1159,4.16,3.4
1243,5.94,3.4
186,3.53,3.53
541,3.53,3.53
358,3.53,3.53
690,5.19,3.53
1339,3.53,3.53
1016,3.53,3.53
1431,3.53,3.53
425,3.53,3.53
1450,3.67,3.67
240,3.67,3.67
204,3.67,3.67
524,3.67,3.67
171,3.65,3.65
1162,3.65,3.65
160,3.67,3.67
357,3.67,3.67
1246,3.67,3.67
1233,3.67,3.67
608,3.67,3.67
768,3.67,3.67
500,9.6,3.67
622,3.67,3.67
1150,4.18,3.67
127,3.92,3.67
373,3.67,3.67
447,3.67,3.67
64,6.44,3.67
215,3.67,3.67
1014,3.67,3.67
1412,3.67,3.67
131,4.3,3.85
352,3.85,3.85
1447,3.85,3.85
1286,3.85,3.85
29,6.01,3.85
145,12.69,3.85
1355,3.85,3.85
244,3.85,3.85
774,9.01,3.94
113,8.34,3.94
564,3.94,3.94
1122,3.94,3.94
1275,5.06,3.94
340,3.94,3.94
131,4.11,3.97
512,5.23,3.97
350,3.97,3.97
1038,3.97,3.97
1399,3.97,3.97
717,3.97,3.97
1209,3.97,3.97
226,10.73,3.97
232,3.97,3.97
1001,3.97,3.97
1476,3.97,3.97
701,8.01,3.97
661,3.97,3.97
142,3.97,3.97
1047,9.64,3.97
849,3.97,3.97
184,5.22,3.97
148,3.97,3.97
210,3.97,3.97
1289,4.47,3.97
289,3.97,3.97
1013,8.18,4.23
833,4.23,4.23
729,4.23,4.23
1222,4.59,4.29
1016,4.29,4.29
1483,5.45,4.31
1349,4.31,4.31
1120,4.31,4.31
560,4.31,4.31
1394,4.31,4.31
600,4.29,4.29
559,27.58,4.29
676,4.29,4.29
81,4.29,4.29
569,5.13,4.29
372,4.29,4.29
1055,5.89,4.29
465,15.06,4.29
1498,4.29,4.29
1490,4.16,4.16
727,4.17,4.17
681,4.17,4.17
558,5.23,4.17
507,4.17,4.17
852,4.17,4.17
1343,4.17,4.17
330,4.18,4.18
919,4.16,4.16
474,4.16,4.16
416,4.16,4.16
29,5.17,4.16
142,5.04,4.16
1019,9.78,4.16
762,4.24,4.16
915,4.16,4.16
113,10.18,4.14
466,4.14,4.14
1318,10.38,4.14
688,4.14,4.14
455,4.14,4.14
192,4.14,4.14
873,4.97,4.31
1474,4.31,4.31
852,4.4,4.31
593,15.0,4.31
219,4.31,4.31
179,10.68,4.31
1124,6.14,4.43
982,7.33,4.43
56,18.11,4.43
224,12.15,4.43
1479,4.43,4.43
972,4.43,4.43
372,4.43,4.43
1497,4.43,4.43
843,4.43,4.43
198,4.43,4.43
242,4.75,4.75
1067,4.75,4.75
948,9.07,4.75
1208,4.75,4.75
1099,4.75,4.75
599,5.54,4.75
181,4.75,4.75
154,4.75,4.75
160,5.61,4.75
946,4.75,4.75
1087,4.75,4.75
672,9.78,4.33
1386,4.33,4.33
1346,4.33,4.33
12,4.35,4.35
602,4.35,4.35
810,4.28,4.28
679,4.28,4.28
1061,4.28,4.28
1002,4.14,4.14
288,4.14,4.14
1425,4.14,4.14
22,6.3,4.14
681,4.14,4.14
345,4.87,4.14
9,8.4,4.14
1233,4.14,4.14
297,4.14,4.14
1044,4.14,4.14
504,4.13,4.13
675,4.13,4.13
632,7.07,4.02
1035,16.35,4.04
755,6.7,4.04
610,4.04,4.04
418,4.04,4.04
692,4.04,4.04
605,4.05,4.05
1266,4.05,4.05
846,4.05,4.05
822,4.05,4.05
210,4.05,4.05
696,4.05,4.05
219,4.05,4.05
758,3.87,3.87
557,3.87,3.87
649,3.82,3.82
893,3.82,3.82
72,3.82,3.82
18,3.82,3.82
400,3.82,3.82
1142,3.82,3.82
1236,3.82,3.82
1386,3.82,3.82
585,3.82,3.82
112,3.82,3.82
1381,3.82,3.82
298,3.82,3.82
323,4.02,3.82
1193,3.82,3.82
658,15.17,3.82
1465,4.08,3.82
1309,3.82,3.82
296,3.82,3.82
1218,9.76,3.82
772,3.82,3.82
1429,3.96,3.82
1477,7.26,3.82
975,3.82,3.82
187,3.2,3.2
82,3.2,3.2
886,3.2,3.2
781,3.2,3.2
872,3.2,3.2
1145,3.2,3.2
1158,4.04,3.2
450,3.34,3.2
1443,3.2,3.2
300,3.1,3.1
304,3.1,3.1
950,3.53,3.1
934,3.1,3.1
1309,3.26,3.1
1087,3.1,3.1
1403,3.1,3.1
1155,3.1,3.1
172,4.02,3.1
1098,3.1,3.1
837,5.34,2.85
621,2.85,2.85
1117,2.85,2.85
1226,2.71,2.71
686,2.71,2.71
556,2.71,2.71
452,2.71,2.71
763,2.71,2.71
897,2.71,2.71
362,2.84,2.71
701,3.64,2.71
1474,2.71,2.71
1032,5.9,2.71
347,4.21,2.71
211,3.7,2.71
771,4.6,2.71
1317,2.71,2.71
1417,2.71,2.71
581,2.71,2.71
1301,2.71,2.71
249,2.71,2.71
867,2.78,2.78
77,3.9,2.78
1450,2.78,2.78
917,2.82,2.78
242,2.89,2.78
10,5.51,2.78
1484,2.78,2.78
1210,2.86,2.78
525,2.78,2.78
559,17.0,2.78
1215,2.78,2.78
454,2.78,2.78
1123,2.78,2.78
1090,3.15,2.64
640,6.99,2.64
3,2.91,2.64
429,2.64,2.64
263,2.64,2.64
935,2.97,2.64
1479,2.98,2.43
619,2.43,2.43
1161,3.58,2.43
1004,2.37,2.37
242,2.37,2.37
198,2.37,2.37
258,4.05,2.37
653,2.37,2.37
1103,2.37,2.37
408,2.72,2.37
829,2.37,2.37
1167,2.37,2.37
214,2.37,2.37
898,2.37,2.37
412,2.37,2.37
1041,2.37,2.37
1162,2.37,2.37
1148,2.07,2.07
388,2.07,2.07
858,2.07,2.07
177,3.21,2.07
192,2.07,2.07
96,2.07,2.07
691,2.07,2.07
34,2.07,2.07
1438,2.07,2.07
446,2.07,2.07
594,2.07,2.07
310,1.64,1.64
1483,1.69,1.64
1124,2.03,1.64
586,1.71,1.54
88,1.54,1.54
984,1.62,1.54
823,1.54,1.54
824,1.54,1.54
1171,1.54,1.54
1252,1.54,1.54
142,1.54,1.54
1477,3.14,1.54
1295,1.54,1.54
385,1.54,1.54
1446,1.54,1.54
1211,1.7,1.7
1419,1.7,1.7
1068,1.76,1.7
1113,1.7,1.7
20,1.7,1.7
786,1.7,1.7
303,2.32,1.7
240,1.66,1.66
388,1.66,1.66
964,1.66,1.66
521,1.66,1.66
984,1.66,1.66
1256,3.78,1.66
487,1.66,1.66
905,1.66,1.66
672,3.82,1.69
1164,1.7,1.7
1282,2.73,1.7
426,1.7,1.7
992,1.9,1.7
263,1.7,1.7
1456,2.03,1.7
1472,4.97,1.75
805,1.75,1.75
977,1.76,1.76
1403,1.76,1.76
1056,3.47,1.76
512,2.26,1.76
436,7.3,1.76
531,1.76,1.76
873,2.29,1.8
1334,1.8,1.8
586,2.24,1.8
617,2.43,1.8
1171,1.8,1.8
803,1.8,1.8
1247,3.55,1.8
559,10.54,1.8
1405,1.8,1.8
433,1.8,1.8
389,1.6,1.6
752,1.6,1.6
1193,1.6,1.6
10,3.46,1.54
1211,1.54,1.54
366,1.54,1.54
629,1.5,1.5
707,1.5,1.5
393,1.5,1.5
732,1.5,1.5
45,1.5,1.5
107,1.5,1.5
1471,1.5,1.5
762,1.6,1.5
691,1.5,1.5
234,1.57,1.5
1134,2.27,1.5
410,1.5,1.5
983,1.5,1.5
17,1.02,1.02
714,1.09,1.02
1347,1.02,1.02
512,1.49,0.95
36,1.51,0.95
336,0.96,0.94
220,0.94,0.94
265,0.94,0.94
518,1.58,0.94
1028,0.94,0.94
927,1.3,0.94
727,0.94,0.94
950,0.94,0.94
210,0.94,0.94
1381,0.94,0.94
113,1.87,0.94
754,1.28,0.94
108,0.94,0.94
59,0.94,0.94
851,1.55,0.91
614,0.91,0.91
1377,0.91,0.91
1443,0.91,0.91
682,0.91,0.91
1484,0.91,0.91
625,0.91,0.91
567,0.91,0.91
683,1.07,0.91
426,0.91,0.91
176,0.91,0.91
